name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Ethiopia Uraga Dambi Uddo Wet-Fermented,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,93,202101,"Bright, richly floral. Jasmine, cocoa nib, tangerine zest, almond nougat, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of jasmine and tangerine in the short, rounding to almond nougat and cocoa nib in the long."
Ethiopia Yirgacheffe Heyilu Butiya,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,93,202104,"Richly sweet, deeply berry-toned. Dried blueberry, rhododendron, lime zest, dark chocolate, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy mouthfeel. The finish consolidates to notes of dried blueberry and dark chocolate with cedar undertones."
Kenya Kiambu Kiriga AA,Coffee By Design,Medium-Light,United States,Kenya,4.08,93,202104,"Vibrant, sweet-savory, floral-toned. Cocoa nib, red currant, myrrh, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish centers on red currant and hop flowers in the short, cocoa nib and myrrh in the long."
Elida Natural ASD (Panama),Geisha Coffee Roaster,Medium-Light,United States,Panama,3.25,93,202105,"Rich, deep, resoundingly lactic and pungent. Distinct dark chocolate, blue cheese, lily-like flowers, vanilla, pipe tobacco. Savory sweet structure; tangy acidity. Plush, velvety mouthfeel. The chocolate and blue cheese notes sustain in a surprisingly balanced, harmonic finish. "
Ethiopia Sidamo Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.41,93,202105,"Brightly sweet, richly tart. Rose hips, dried nectarine, frangipane, cedar, agave syrup in aroma and cup. Tart-leaning structure with pert acidity; smooth, syrupy mouthfeel. Finish consolidates to notes of rose hips and cedar."
Ethiopia Guji Shakisso Mormora Estate Natural,Taster's Coffee,,Taiwan,Ethiopia,3.17,93,202110,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Delicately sweet, citrus-toned. Tangerine zest, cocoa nib, jasmine, almond, cherry blossom in aroma and small cup. Crisp, silky mouthfeel; cocoa-toned, citrusy finish. In three parts milk, cocoa notes move forward while tangerine falls back to a supporting role."
Kenya 168,Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,93,202109,"Crisply sweet-savory. Date, hop flowers, tamarind, oak, cane sugar in aroma and cup. Richly bittersweet structure with lively acidity; velvety-smooth mouthfeel. Sweetly tart finish leads with tamarind notes, supported by sweet aromatic wood."
Kenya SHI,Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,93,202109,"Richly sweet-tart. Black currant, almond, cocoa nib, freesia, maple syrup, cedar in aroma and cup. Brightly sweet structure with juicy acidity; crisp, satiny mouthfeel. Nut-toned finish with cedar undertones."
Ethiopia Guji Hambela Wate 74110/74112/74158 Mini Natural,Taster's Coffee,,Taiwan,Ethiopia,3.17,93,202109,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Crisply chocolaty, sweet-toned. Baking chocolate, orange zest, almond, rhododendron, fresh-cut oak in aroma and small cup. Satiny-smooth mouthfeel; gently drying, cocoa-toned finish. In three parts, milk, crisply sweet and chocolaty with pleasing rhododendron notes."
Ethiopia Gogogu Bekaka #4,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.7,93,202109,"Bright, richly floral-toned. Wisteria, cocoa nib, tangerine zest, almond nougat, sandalwood in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of wisteria and tangerine, rounding to almond nougat and sandalwood in the long."
Ethiopian Sweet Lily,Cafe Kreyol,Medium-Light,United States,Ethiopia,4.7,93,202111,"Richly sweet, floral-toned. Magnolia, almond, maple syrup, plum, myrrh in aroma and cup. Sweetly tart structure, with bright, juicy acidity; delicate, silky mouthfeel. The richly drying finish centers around notes of almond and myrrh."
Ethiopia Natural Guji Hambela SASA Lot 10,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,93,202110,"Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and dark chocolate with oak undertones."
Ethiopia Guji (Rose Selection),Santos Coffee,Medium-Light,Hawai'i,Ethiopia,4.27,93,202110,"Fruit-forward, multi-layered. Blueberry, musk, cocoa powder, freesia-like flowers, a hint of rum barrel in aroma and cup. Balanced structure with lively acidity; velvety-smooth mouthfeel. The resonant finish leads with dark berries in the short, while the long is characterized by spice-toned florals and a touch of sweet ferment."
Honduras Finca Las Moras Parainema Yellow Honey,RamsHead Coffee Roasters,Medium-Light,United States,Honduras,4.98,93,202110,"Crisply sweet, richly resonant. Red apple, almond butter, cane sugar, fresh-cut oak, lily in aroma and cup. Sweet structure with pert acidity; full, syrupy mouthfeel. The finish centers around almond, oak and crisp apple."
Ethiopia Kochere G1,David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,93,202104,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, pink grapefruit zest, almond butter, lilac in aroma and cup. Deeply sweet structure with brisk acidity; syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and raspberry."
La Esperanza Colombia Estate,Durango Coffee Company,Medium-Light,United States,Colombia,5.57,93,202103,"Delicately fruit-toned. Raspberry jam, lemon thyme, dark chocolate, almond brittle, fresh-cut oak in aroma and cup. Sweet structure with gentle, lively acidity; full, syrupy mouthfeel. Finish consolidates to notes of lemon thyme and oak."
Tigesit Waqa,Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,93,202011,"Richly fruit-forward, chocolate-toned. Dried blueberry, chocolate fudge, gardenia, cashew, orange zest in aroma and cup. Deeply sweet with fruity acidity; plush, creamy mouthfeel. Chocolaty finish with blueberry and orange complication."
Costa Rica Cloza Estate,Souvenir Coffee,Medium-Light,United States,Costa Rica,5.58,93,202102,"Crisp, balanced, richly nut-toned. Nutella, red apple, freesia, agave syrup, cedar in aroma and cup. Very sweet in structure with brisk acidity; plush, syrupy-smooth mouthfeel. Sweetly nut-toned finish supported by freesia-like floral tones."
Colombia Finca Potosi,modcup coffee,Light,United States,Colombia,5.88,93,202102,"Caramel- and floral-toned. Salted caramel, lilac, Nutella, orange zest, cedar in aroma and cup. Sweet structure with gentle, round acidity; lightly syrupy, vibrant mouthfeel. Rich, caramelly finish with undertones of Nutella and orange zest."
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,202104,"Chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, Bing cherry, cedar, maple syrup in aroma and cup. Sweet in structure with brisk acidity; lightly syrupy mouthfeel. The resonant finish leads with notes of baking chocolate and hazelnut (think Nutella) with undertones of cherry."
Nayamasasa Democratic Republic of the Congo,Roadmap CoffeeWorks,Medium-Light,United States,Democratic Republic Of The Congo,5.57,93,202104,"Balanced, richly sweet. Apricot, agave syrup, baking chocolate, cashew butter, tangerine zest in aroma and cup. Sweet structure with pert acidity; plush, syrupy-smooth mouthfeel. The long, gentle finish centers around notes of chocolate and cashew butter with hints of tangerine zest."
Project Congo Muungano,Wonderstate Coffee,Light,United States,Democratic Republic Of The Congo,5.58,93,202103,"Crisply sweet, deeply rich. Date, baking chocolate, magnolia, maple syrup, hazelnut butter in aroma and cup. Sweet in structure with brisk acidity; full, syrupy mouthfeel. Chocolaty, sweetly nut-toned finish. "
Ethiopia Dur Feres Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.58,94,202011,"Gently fruit-toned, crisply sweet. Blueberry, honeysuckle, hazelnut, lemon zest, caramel in aroma and cup. Sweet-toned structure with juicy acidity; full, satiny-smooth mouthfeel. The finish consolidates to blueberry and caramel."
Shantawene Ethiopia Daya Bensa Natural,Cafe Virtuoso,Light,United States,Ethiopia,5.58,94,202011,"Cleanly fruit-toned, bright and lively. Honeydew melon, dark chocolate, hop flowers, lemon verbena, fresh-cut oak in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity; plush, syrupy mouthfeel. The finish centers around notes of honeydew and chocolate with brisk undertones of hop flowers."
Guatemala El Mirador,Novo Coffee Roasters,Medium-Light,United States,Guatemala,5.58,93,202109,"Deeply sweet-savory, chocolate-toned. Dark chocolate, pear, praline, magnolia, a hint of thyme in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, syrupy mouthfeel. The gently drying finish is very chocolaty with undertones of praline and magnolia."
Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,92,202111,"Brightly sweet-tart. Pomegranate, cedar, baking chocolate, freesia-like flowers, brown sugar in aroma and cup. Sweet-tart structure with pert acidity; crisp, velvety mouthfeel. The gently drying finish leads with notes of baking chocolate and freesia, rounding to cedar and brown sugar in the long."
Ethiopia Lecho Torka,Old Soul Co.,Medium-Light,United States,Ethiopia,5.88,92,202111,"Flavor-saturated, sweetly tart. Candy apple, lime zest, cocoa nib, freesia-like flowers, fresh-cut fir in aroma and cup. Gently tart structure with crisp acidity; velvety-smooth mouthfeel. Wood-framed finish with undertones of cocoa nib and lime zest."
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,93,202108,"Deeply sweet, richly savory. Black cherry, freesia-like flowers, almond, dark chocolate, fresh-cut cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, creamy mouthfeel. The resonant finish consolidates around notes of black cherry and dark chocolate with cedar undertones. "
Colombia Jorge Eli Dussan,Amavida Coffee Roasters,Medium-Light,United States,Colombia,5.88,93,202104,"Chocolaty and deep-toned. Date, baking chocolate, hazelnut butter, honeysuckle, cedar in aroma and cup. Vibrantly sweet, resonant acidity; satiny, full mouthfeel. Chocolate and richly wood-framed finish."
Ethiopia Kayon Mountain Natural,Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,93,202109,"Chocolaty, cleanly fruit-forward. Dark chocolate, blueberry, sandalwood, wisteria, lemongrass in aroma and cup. Sweet-tart structure with brisk acidity; syrupy-smooth mouthfeel. Richly chocolaty finish with undertones of wisteria and sandalwood."
Ethiopia Natural Guji Sweet Lady,David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,93,202110,"Berry-toned, invitingly nuanced. Raspberry, musk, cocoa powder, freesia-like flowers, a hint of rum barrel in aroma and cup. Balanced structure with brisk acidity; plush, lively mouthfeel. The finish leads with distinct raspberry notes in the short, while the long is characterized by spice-toned florals and pleasing sweet ferment."
Banko Gotiti Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,93,202110,"Intensely fruit-driven, richly sweet-tart. Raspberry jam, maple syrup, cocoa nib, fresh-cut fir, jasmine in aroma and cup. Sweet-toned structure with gently tart acidity; plush, syrupy mouthfeel. Fruit-toned finish with undertones of maple syrup and fir."
Uganda Organic Sipi Falls Honey,Jackrabbit Java,Medium-Light,United States,Uganda,5.29,93,202201,"Deep-toned, richly sweet. Dark chocolate, hazelnut butter, golden raisin, carnation, cedar in aroma and cup. Balanced structure with gentle acidity; very full, syrupy mouthfeel. Sweetly nut-toned finish with gently spicy aromatic wood suggestions."
Mexico FTO,Water Street Coffee,Medium-Light,United States,Mexico,4.91,91,202209,"Crisply sweet-tart, nut-toned. Red apple, almond brittle, magnolia, lemon zest, cedar in aroma and cup. Sweet-tart structure with brisk acidity; delicate, satiny mouthfeel. Quiet, gently nut-toned finish."
Ethiopia Gediyo Kochere Shifo Washed G1,Ba Yang Coffee,Medium-Light,Taiwan,Ethiopia,2.26,92,202203,"Spice-toned, floral. Lavender, almond, apricot, fresh-cut fir, brown sugar in aroma and cup. Crisply sweet structure with brisk acidity; velvety mouthfeel. Wood-framed finish with undertones of lavender and almond."
Finca Huixoc Maracaturra,El Gran Cafe,Medium-Light,Guatemala,Guatemala,3.82,90,202112,"Richly bittersweet, complex. Dark chocolate, sassafras, honey, pear, cashew in aroma and cup. Bittersweet structure with pert acidity; satiny-smooth mouthfeel."
Finca San Carlos,El Gran Cafe,Light,Guatemala,Guatemala,3.82,88,202112,"Crisply sweet-savory. Pecan, pie cherry, brown sugar, oak, a hint of gardenia in aroma and cup. Bittersweet structure with brisk acidity; chewy mouthfeel. Pecan tones prevail in the crisply sweet finish."
Las Moritas Yellow Caturra,El Gran Cafe,Light,Guatemala,Guatemala,3.82,87,202112,"Gently fruit-toned, wood-framed. Prune, balsa wood, hazelnut, orange zest, a hint of freesia in aroma and cup. Sweet-savory structure with gently bittersweet acidity; velvety mouthfeel. Notes of balsa and hazelnut drive the finish."
5a Sur,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,89,202112,"Crisply sweet, nut-toned. Cashew butter, baking chocolate, magnolia, pear, cedar in aroma and cup. Sweetly brisk structure; satiny mouthfeel. The finish consolidates to notes of cashew and cedar."
El Pintado Classico,El Gran Cafe,Light,Guatemala,Guatemala,4.85,87,202112,"Delicate, crisply sweet. Pistachio, fir, lime zest, freesia, brown sugar in aroma and cup. Sweet-toned structure with gentle acidity; velvety mouthfeel. The finish consolidates to notes of fir and lime zest."
Esperanza Villa Sarchi,El Gran Cafe,Light,Guatemala,Guatemala,4.85,90,202112,"Balanced, richly bittersweet. Cocoa powder, prairie flowers, date, lily, fresh-cut oak in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir."
Ethiopia Yirgacheffe G1,VERYTIME,Light,Taiwan,Ethiopia,4.25,91,202202,"A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout."
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,92,202112,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib."
Esperanza Bourbon,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,92,202112,"Bright, deeply chocolaty. Dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. Sweet-tart structure with juicy acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut thyme."
